"ID";"TO_SERVICE";"XPRESSBEES_SERVICE";"DHL_SERVICE";"BLUEDART_SERVICE";"GATI_SERVICE";"DPWORLD_SERVICE"
16764;761010;"NSL";"Non-ODA";"EDL";"";"NSL"
16765;761011;"NSL";"Non-ODA";"EDL";"";"NSL"
16766;761012;"NSL";"Non-ODA";"EDL";"";"NSL"
16767;761013;"NSL";"Non-ODA";"EDL";"";"NSL"
16768;761014;"NSL";"Non-ODA";"EDL";"";"NSL"
16769;761015;"NSL";"Non-ODA";"EDL";"";"NSL"
16770;761016;"NSL";"Non-ODA";"EDL";"";"NSL"
16771;761017;"NSL";"Non-ODA";"EDL";"";"EDL3"
16772;761018;"NSL";"Non-ODA";"EDL";"";"NSL"
16773;761019;"NSL";"Non-ODA";"EDL";"";"NSL"
16774;761020;"NSL";"Non-ODA";"Normal";"";"EDL1"
16775;761025;"NSL";"Non-ODA";"EDL";"";"NSL"
16776;761026;"NSL";"Non-ODA";"EDL";"";"NSL"
16777;761027;"NSL";"Non-ODA";"EDL";"";"NSL"
16778;761028;"NSL";"Non-ODA";"EDL";"";"EDL1"
16779;761029;"NSL";"Non-ODA";"EDL";"";"NSL"
16780;761030;"NSL";"Non-ODA";"EDL";"";"EDL1"
16781;761031;"NSL";"Non-ODA";"EDL";"";"NSL"
16782;761032;"NSL";"Non-ODA";"EDL";"";"NSL"
16783;761035;"NSL";"Non-ODA";"EDL";"";"NSL"
16784;761037;"NSL";"Non-ODA";"EDL";"";"NSL"
16785;761041;"NSL";"Non-ODA";"EDL";"";"NSL"
16786;761042;"NSL";"Non-ODA";"EDL";"";"NSL"
16787;761043;"NSL";"Non-ODA";"EDL";"";"NSL"
16788;761045;"NSL";"Non-ODA";"EDL";"";"EDL1"
16789;761052;"NSL";"Non-ODA";"EDL";"";"NSL"
16790;761054;"Normal";"Non-ODA";"EDL";"";"NSL"
16791;761055;"NSL";"Non-ODA";"EDL";"";"NSL"
16792;761100;"Normal";"Non-ODA";"EDL";"";"NSL"
16793;761101;"Normal";"Non-ODA";"EDL";"";"NSL"
16794;761102;"NSL";"Non-ODA";"EDL";"";"EDL1"
16795;761103;"NSL";"Non-ODA";"EDL";"";"NSL"
16796;761104;"NSL";"Non-ODA";"EDL";"";"NSL"
16797;761105;"NSL";"Non-ODA";"EDL";"";"NSL"
16798;761106;"NSL";"Non-ODA";"EDL";"";"NSL"
16799;761107;"NSL";"Non-ODA";"EDL";"";"NSL"
16800;761108;"NSL";"Non-ODA";"EDL";"";"NSL"
16801;761109;"NSL";"Non-ODA";"EDL";"";"NSL"
16802;761110;"NSL";"Non-ODA";"EDL";"";"EDL1"
16803;761111;"NSL";"Non-ODA";"EDL";"";"NSL"
16804;761114;"NSL";"Non-ODA";"EDL";"";"NSL"
16805;761115;"NSL";"Non-ODA";"EDL";"";"NSL"
16806;761116;"NSL";"Non-ODA";"EDL";"";"NSL"
16807;761117;"NSL";"Non-ODA";"EDL";"";"NSL"
16808;761118;"NSL";"Non-ODA";"EDL";"";"NSL"
16809;761119;"NSL";"Non-ODA";"EDL";"";"NSL"
16810;761120;"NSL";"Non-ODA";"EDL";"";"NSL"
16811;761121;"NSL";"Non-ODA";"EDL";"";"NSL"
16812;761122;"NSL";"Non-ODA";"EDL";"";"NSL"
16813;761123;"NSL";"Non-ODA";"EDL";"";"NSL"
16814;761124;"NSL";"Non-ODA";"EDL";"";"NSL"
16815;761125;"NSL";"Non-ODA";"EDL";"";"NSL"
16816;761126;"NSL";"Non-ODA";"EDL";"";"EDL1"
16817;761131;"NSL";"Non-ODA";"EDL";"";"NSL"
16818;761132;"NSL";"Non-ODA";"EDL";"";"NSL"
16819;761133;"NSL";"Non-ODA";"EDL";"";"NSL"
16820;761140;"NSL";"Non-ODA";"EDL";"";"NSL"
16821;761141;"NSL";"Non-ODA";"EDL";"";"NSL"
16822;761143;"NSL";"Non-ODA";"EDL";"";"NSL"
16823;761144;"NSL";"Non-ODA";"EDL";"";"NSL"
16824;761146;"NSL";"Non-ODA";"EDL";"";"NSL"
16825;761151;"NSL";"Non-ODA";"EDL";"";"NSL"
16826;761200;"NSL";"Non-ODA";"EDL";"";"EDL3"
16827;761201;"NSL";"Non-ODA";"EDL";"";"EDL3"
16828;761206;"NSL";"Non-ODA";"EDL";"";"EDL3"
16829;761207;"NSL";"Non-ODA";"EDL";"";"NSL"
16830;761208;"NSL";"Non-ODA";"EDL";"";"NSL"
16831;761209;"NSL";"Non-ODA";"EDL";"";"NSL"
16832;761210;"NSL";"Non-ODA";"EDL";"";"NSL"
16833;761211;"NSL";"Non-ODA";"EDL";"";"NSL"
16834;761212;"NSL";"Non-ODA";"EDL";"";"NSL"
16835;761213;"NSL";"Non-ODA";"EDL";"";"NSL"
16836;761214;"NSL";"Non-ODA";"EDL";"";"EDL3"
16837;761215;"NSL";"Non-ODA";"EDL";"";"NSL"
16838;761217;"NSL";"Non-ODA";"EDL";"";"EDL3"
16839;762001;"NSL";"Non-ODA";"EDL";"";"EDL3"
16840;762002;"NSL";"Non-ODA";"EDL";"";"EDL4"
16841;762010;"NSL";"Non-ODA";"EDL";"";"EDL4"
16842;762011;"NSL";"Non-ODA";"EDL";"";"NSL"
16843;762012;"NSL";"Non-ODA";"EDL";"";"EDL2"
16844;762013;"NSL";"Non-ODA";"EDL";"";"NSL"
16845;762014;"NSL";"Non-ODA";"EDL";"";"EDL4"
16846;762015;"NSL";"Non-ODA";"EDL";"";"EDL4"
16847;762016;"NSL";"Non-ODA";"NSL";"";"NSL"
16848;762017;"NSL";"Non-ODA";"EDL";"";"NSL"
16849;762018;"NSL";"Non-ODA";"EDL";"";"NSL"
16850;762019;"NSL";"Non-ODA";"EDL";"";"EDL4"
16851;762020;"NSL";"Non-ODA";"EDL";"";"NSL"
16852;762021;"NSL";"Non-ODA";"EDL";"";"NSL"
16853;762022;"NSL";"Non-ODA";"EDL";"";"NSL"
16854;762023;"NSL";"Non-ODA";"EDL";"";"EDL4"
16855;762024;"NSL";"Non-ODA";"EDL";"";"EDL4"
16856;762026;"NSL";"Non-ODA";"EDL";"";"NSL"
16857;762027;"NSL";"Non-ODA";"EDL";"";"NSL"
16858;762028;"NSL";"Non-ODA";"EDL";"";"NSL"
16859;762029;"NSL";"Non-ODA";"EDL";"";"NSL"
16860;762030;"NSL";"Non-ODA";"EDL";"";"NSL"
16861;762100;"NSL";"Non-ODA";"EDL";"";"NSL"
16862;762101;"NSL";"Non-ODA";"EDL";"";"NSL"
16863;762102;"NSL";"Non-ODA";"EDL";"";"NSL"
16864;762103;"NSL";"Non-ODA";"EDL";"";"EDL4"
16865;762104;"NSL";"Non-ODA";"EDL";"";"NSL"
16866;762105;"NSL";"Non-ODA";"EDL";"";"NSL"
16867;762106;"NSL";"Non-ODA";"EDL";"";"NSL"
16868;762107;"NSL";"Non-ODA";"EDL";"";"NSL"
16869;762109;"NSL";"Non-ODA";"EDL";"";"NSL"
16870;762110;"NSL";"Non-ODA";"EDL";"";"NSL"
16871;762112;"NSL";"Non-ODA";"EDL";"";"NSL"
16872;763001;"NSL";"ODA";"EDL";"";"NSL"
16873;763002;"NSL";"ODA";"EDL";"";"NSL"
16874;763003;"NSL";"ODA";"EDL";"";"NSL"
16875;763004;"NSL";"ODA";"EDL";"";"NSL"
16876;763008;"NSL";"Non-ODA";"EDL";"";"NSL"
16877;764001;"NSL";"ODA";"EDL";"";"EDL4"
16878;764002;"NSL";"ODA";"EDL";"";"NSL"
16879;764003;"NSL";"ODA";"EDL";"";"NSL"
16880;764004;"NSL";"ODA";"EDL";"";"NSL"
16881;764005;"NSL";"ODA";"EDL";"";"NSL"
16882;764006;"NSL";"ODA";"EDL";"";"NSL"
16883;764011;"NSL";"ODA";"EDL";"";"NSL"
16884;764014;"NSL";"ODA";"EDL";"";"NSL"
16885;764020;"NSL";"ODA";"EDL";"";"NSL"
16886;764021;"NSL";"ODA";"EDL";"";"NSL"
16887;764027;"NSL";"Non-ODA";"EDL";"";"EDL3"
16888;764028;"NSL";"Non-ODA";"EDL";"";"NSL"
16889;764036;"NSL";"ODA";"EDL";"";"EDL4"
16890;764037;"NSL";"ODA";"EDL";"";"NSL"
16891;764038;"NSL";"ODA";"EDL";"";"NSL"
16892;764039;"NSL";"ODA";"EDL";"";"NSL"
16893;764040;"NSL";"ODA";"EDL";"";"NSL"
16894;764041;"NSL";"ODA";"EDL";"";"NSL"
16895;764042;"NSL";"ODA";"EDL";"";"NSL"
16896;764043;"NSL";"ODA";"EDL";"";"NSL"
16897;764044;"NSL";"ODA";"EDL";"";"EDL4"
16898;764045;"NSL";"ODA";"EDL";"";"NSL"
16899;764046;"NSL";"ODA";"EDL";"";"NSL"
16900;764047;"NSL";"Non-ODA";"EDL";"";"NSL"
16901;764048;"NSL";"ODA";"EDL";"";"NSL"
16902;764049;"NSL";"ODA";"EDL";"";"NSL"
16903;764051;"NSL";"ODA";"EDL";"";"NSL"
16904;764052;"NSL";"Non-ODA";"EDL";"";"NSL"
16905;764055;"NSL";"Non-ODA";"EDL";"";"NSL"
16906;764056;"NSL";"Non-ODA";"EDL";"";"NSL"
16907;764057;"NSL";"Non-ODA";"EDL";"";"NSL"
16908;764058;"NSL";"ODA";"EDL";"";"NSL"
16909;764059;"NSL";"ODA";"EDL";"";"NSL"
16910;764061;"NSL";"ODA";"EDL";"";"NSL"
16911;764062;"NSL";"ODA";"EDL";"";"NSL"
16912;764063;"NSL";"ODA";"EDL";"";"NSL"
16913;764070;"NSL";"ODA";"EDL";"";"NSL"
16914;764071;"NSL";"ODA";"EDL";"";"NSL"
16915;764072;"NSL";"ODA";"EDL";"";"NSL"
16916;764073;"NSL";"ODA";"EDL";"";"NSL"
16917;764074;"NSL";"ODA";"EDL";"";"NSL"
16918;764075;"NSL";"ODA";"EDL";"";"NSL"
16919;764076;"NSL";"ODA";"EDL";"";"NSL"
16920;764077;"NSL";"ODA";"EDL";"";"NSL"
16921;764078;"NSL";"ODA";"EDL";"";"NSL"
16922;764081;"NSL";"ODA";"EDL";"";"NSL"
16923;764085;"NSL";"ODA";"EDL";"";"NSL"
16924;764086;"NSL";"ODA";"EDL";"";"NSL"
16925;764087;"NSL";"ODA";"EDL";"";"NSL"
16926;764088;"NSL";"NSL";"EDL";"";"NSL"
16927;765001;"NSL";"Non-ODA";"Normal";"";"NSL"
16928;765002;"NSL";"Non-ODA";"NSL";"";"NSL"
16929;765013;"NSL";"ODA";"EDL";"";"NSL"
16930;765015;"NSL";"Non-ODA";"EDL";"";"NSL"
16931;765016;"NSL";"Non-ODA";"EDL";"";"NSL"
16932;765017;"NSL";"Non-ODA";"NSL";"";"NSL"
16933;765018;"NSL";"Non-ODA";"EDL";"";"NSL"
16934;765019;"NSL";"Non-ODA";"EDL";"";"NSL"
16935;765020;"NSL";"Non-ODA";"EDL";"";"NSL"
16936;765021;"NSL";"Non-ODA";"EDL";"";"NSL"
16937;765022;"NSL";"Non-ODA";"EDL";"";"NSL"
16938;765023;"NSL";"Non-ODA";"EDL";"";"NSL"
16939;765024;"NSL";"ODA";"EDL";"";"NSL"
16940;765025;"NSL";"Non-ODA";"EDL";"";"NSL"
16941;765026;"NSL";"Non-ODA";"EDL";"";"NSL"
16942;765029;"NSL";"Non-ODA";"EDL";"";"NSL"
16943;765033;"NSL";"Non-ODA";"EDL";"";"NSL"
16944;765034;"NSL";"Non-ODA";"EDL";"";"NSL"
16945;766001;"NSL";"Non-ODA";"EDL";"";"EDL3"
16946;766002;"NSL";"Non-ODA";"NSL";"";"NSL"
16947;766003;"NSL";"NSL";"NSL";"";"NSL"
16948;766011;"NSL";"Non-ODA";"EDL";"";"NSL"
16949;766012;"NSL";"ODA";"EDL";"";"EDL3"
16950;766013;"NSL";"Non-ODA";"EDL";"";"NSL"
16951;766014;"NSL";"Non-ODA";"EDL";"";"NSL"
16952;766015;"NSL";"Non-ODA";"EDL";"";"NSL"
16953;766016;"NSL";"Non-ODA";"EDL";"";"NSL"
16954;766017;"NSL";"Non-ODA";"EDL";"";"NSL"
16955;766018;"NSL";"ODA";"EDL";"";"NSL"
16956;766019;"NSL";"ODA";"EDL";"";"NSL"
16957;766020;"NSL";"Non-ODA";"EDL";"";"NSL"
16958;766023;"NSL";"ODA";"EDL";"";"NSL"
16959;766026;"NSL";"Non-ODA";"EDL";"";"NSL"
16960;766027;"NSL";"Non-ODA";"EDL";"";"NSL"
16961;766028;"NSL";"Non-ODA";"EDL";"";"NSL"
16962;766029;"NSL";"ODA";"EDL";"";"NSL"
16963;766031;"NSL";"Non-ODA";"EDL";"";"NSL"
16964;766032;"NSL";"NSL";"EDL";"";"NSL"
16965;766036;"NSL";"Non-ODA";"EDL";"";"NSL"
16966;766037;"NSL";"ODA";"EDL";"";"NSL"
16967;766100;"NSL";"Non-ODA";"EDL";"";"NSL"
16968;766101;"NSL";"Non-ODA";"EDL";"";"NSL"
16969;766102;"NSL";"Non-ODA";"EDL";"";"NSL"
16970;766103;"NSL";"Non-ODA";"EDL";"";"NSL"
16971;766104;"NSL";"ODA";"EDL";"";"EDL3"
16972;766105;"NSL";"ODA";"EDL";"";"EDL3"
16973;766106;"NSL";"Non-ODA";"EDL";"";"NSL"
16974;766107;"NSL";"Non-ODA";"EDL";"";"NSL"
16975;766108;"NSL";"Non-ODA";"EDL";"";"NSL"
16976;766110;"NSL";"Non-ODA";"EDL";"";"NSL"
16977;766111;"NSL";"ODA";"EDL";"";"NSL"
16978;766118;"NSL";"Non-ODA";"EDL";"";"NSL"
16979;767001;"NSL";"Non-ODA";"EDL";"";"EDL2"
16980;767002;"NSL";"Non-ODA";"EDL";"";"EDL2"
16981;767016;"NSL";"Non-ODA";"EDL";"";"NSL"
16982;767017;"NSL";"Non-ODA";"EDL";"";"EDL2"
16983;767018;"NSL";"Non-ODA";"EDL";"";"EDL2"
16984;767019;"NSL";"Non-ODA";"EDL";"";"EDL2"
16985;767020;"NSL";"Non-ODA";"EDL";"";"NSL"
16986;767021;"NSL";"Non-ODA";"EDL";"";"NSL"
16987;767022;"NSL";"Non-ODA";"EDL";"";"NSL"
16988;767023;"NSL";"Non-ODA";"EDL";"";"NSL"
16989;767024;"NSL";"Non-ODA";"EDL";"";"NSL"
16990;767025;"NSL";"Non-ODA";"EDL";"";"NSL"
16991;767026;"NSL";"Non-ODA";"EDL";"";"NSL"
16992;767027;"NSL";"Non-ODA";"EDL";"";"NSL"
16993;767028;"NSL";"Non-ODA";"EDL";"";"NSL"
16994;767029;"NSL";"Non-ODA";"EDL";"";"NSL"
16995;767030;"NSL";"Non-ODA";"EDL";"";"NSL"
16996;767032;"NSL";"Non-ODA";"EDL";"";"NSL"
16997;767033;"NSL";"Non-ODA";"EDL";"";"NSL"
16998;767035;"NSL";"Non-ODA";"EDL";"";"NSL"
16999;767037;"NSL";"Non-ODA";"EDL";"";"NSL"
17000;767038;"NSL";"Non-ODA";"EDL";"";"NSL"
17001;767039;"NSL";"Non-ODA";"EDL";"";"EDL3"
17002;767040;"NSL";"Non-ODA";"EDL";"";"NSL"
17003;767041;"NSL";"Non-ODA";"EDL";"";"NSL"
17004;767042;"NSL";"Non-ODA";"EDL";"";"NSL"
17005;767045;"NSL";"Non-ODA";"EDL";"";"NSL"
17006;767046;"NSL";"Non-ODA";"EDL";"";"NSL"
17007;767048;"NSL";"Non-ODA";"EDL";"";"NSL"
17008;767060;"NSL";"NSL";"EDL";"";"NSL"
17009;767061;"NSL";"Non-ODA";"EDL";"";"NSL"
17010;767062;"NSL";"Non-ODA";"EDL";"";"NSL"
17011;767065;"NSL";"Non-ODA";"EDL";"";"NSL"
17012;767066;"NSL";"Non-ODA";"EDL";"";"NSL"
17013;767067;"NSL";"Non-ODA";"EDL";"";"NSL"
17014;767068;"NSL";"Non-ODA";"EDL";"";"NSL"
17015;767070;"NSL";"Non-ODA";"EDL";"";"NSL"
17016;767071;"NSL";"NSL";"EDL";"";"NSL"
17017;768001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17018;768002;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17019;768003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17020;768004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17021;768005;"NSL";"Non-ODA";"EDL";"";"DIRECT"
17022;768006;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17023;768016;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17024;768017;"ODA";"Non-ODA";"EDL";"";"DIRECT"
17025;768018;"Normal";"Non-ODA";"EDL";"";"NSL"
17026;768019;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17027;768020;"ODA";"Non-ODA";"EDL";"";"EDL1"
17028;768025;"Normal";"Non-ODA";"EDL";"";"NSL"
17029;768027;"NSL";"Non-ODA";"EDL";"";"EDL1"
17030;768028;"NSL";"Non-ODA";"EDL";"";"EDL1"
17031;768029;"NSL";"Non-ODA";"EDL";"";"NSL"
17032;768030;"NSL";"Non-ODA";"NSL";"";"NSL"
17033;768031;"NSL";"Non-ODA";"EDL";"";"NSL"
17034;768032;"NSL";"Non-ODA";"EDL";"";"NSL"
17035;768033;"NSL";"Non-ODA";"EDL";"";"EDL1"
17036;768034;"NSL";"Non-ODA";"EDL";"";"NSL"
17037;768035;"NSL";"Non-ODA";"EDL";"";"NSL"
17038;768036;"NSL";"Non-ODA";"EDL";"";"NSL"
17039;768037;"NSL";"Non-ODA";"EDL";"";"NSL"
17040;768038;"NSL";"Non-ODA";"EDL";"";"NSL"
17041;768039;"NSL";"Non-ODA";"EDL";"";"NSL"
17042;768040;"NSL";"Non-ODA";"EDL";"";"EDL1"
17043;768042;"NSL";"Non-ODA";"EDL";"";"NSL"
17044;768045;"NSL";"Non-ODA";"EDL";"";"NSL"
17045;768048;"NSL";"Non-ODA";"EDL";"";"NSL"
17046;768049;"NSL";"Non-ODA";"EDL";"";"NSL"
17047;768050;"NSL";"Non-ODA";"EDL";"";"NSL"
17048;768052;"NSL";"Non-ODA";"EDL";"";"NSL"
17049;768053;"NSL";"Non-ODA";"NSL";"";"NSL"
17050;768102;"NSL";"Non-ODA";"EDL";"";"NSL"
17051;768103;"NSL";"Non-ODA";"EDL";"";"NSL"
17052;768104;"NSL";"Non-ODA";"EDL";"";"NSL"
17053;768105;"NSL";"Non-ODA";"EDL";"";"NSL"
17054;768106;"NSL";"Non-ODA";"EDL";"";"EDL2"
17055;768107;"NSL";"Non-ODA";"EDL";"";"NSL"
17056;768108;"NSL";"Non-ODA";"EDL";"";"NSL"
17057;768109;"NSL";"Non-ODA";"EDL";"";"NSL"
17058;768110;"NSL";"Non-ODA";"EDL";"";"NSL"
17059;768111;"NSL";"Non-ODA";"EDL";"";"NSL"
17060;768112;"NSL";"Non-ODA";"EDL";"";"NSL"
17061;768113;"NSL";"Non-ODA";"EDL";"";"NSL"
17062;768115;"NSL";"Non-ODA";"EDL";"";"NSL"
17063;768118;"NSL";"Non-ODA";"EDL";"";"NSL"
17064;768119;"NSL";"Non-ODA";"EDL";"";"NSL"
17065;768121;"NSL";"Non-ODA";"EDL";"";"NSL"
17066;768200;"NSL";"Non-ODA";"EDL";"";"NSL"
17067;768201;"NSL";"Non-ODA";"Normal";"";"EDL1"
17068;768202;"NSL";"Non-ODA";"Normal";"";"EDL1"
17069;768203;"NSL";"Non-ODA";"Normal";"";"NSL"
17070;768204;"NSL";"Non-ODA";"Normal";"";"NSL"
17071;768210;"NSL";"NSL";"EDL";"";"NSL"
17072;768211;"NSL";"Non-ODA";"EDL";"";"NSL"
17073;768212;"NSL";"Non-ODA";"EDL";"";"NSL"
17074;768213;"NSL";"Non-ODA";"EDL";"";"NSL"
17075;768214;"NSL";"Non-ODA";"EDL";"";"NSL"
17076;768215;"NSL";"Non-ODA";"EDL";"";"NSL"
17077;768216;"NSL";"Non-ODA";"EDL";"";"EDL2"
17078;768217;"NSL";"Non-ODA";"EDL";"";"EDL2"
17079;768218;"NSL";"Non-ODA";"EDL";"";"EDL2"
17080;768219;"NSL";"Non-ODA";"EDL";"";"NSL"
17081;768220;"NSL";"Non-ODA";"EDL";"";"NSL"
17082;768221;"NSL";"Non-ODA";"EDL";"";"NSL"
17083;768222;"NSL";"Non-ODA";"EDL";"";"NSL"
17084;768224;"NSL";"Non-ODA";"EDL";"";"NSL"
17085;768225;"NSL";"Non-ODA";"EDL";"";"NSL"
17086;768226;"NSL";"Non-ODA";"EDL";"";"NSL"
17087;768227;"NSL";"Non-ODA";"EDL";"";"NSL"
17088;768228;"NSL";"Non-ODA";"EDL";"";"NSL"
17089;768233;"NSL";"Non-ODA";"EDL";"";"NSL"
17090;768234;"NSL";"Non-ODA";"NSL";"";"NSL"
17091;769001;"NSL";"Non-ODA";"Normal";"";"EDL3"
17092;769002;"NSL";"ODA";"Normal";"";"EDL3"
17093;769003;"NSL";"ODA";"Normal";"";"NSL"
17094;769004;"NSL";"ODA";"Normal";"";"EDL3"
17095;769005;"NSL";"ODA";"Normal";"";"NSL"
17096;769006;"NSL";"ODA";"Normal";"";"NSL"
17097;769007;"NSL";"ODA";"Normal";"";"NSL"
17098;769008;"NSL";"ODA";"Normal";"";"NSL"
17099;769009;"NSL";"ODA";"Normal";"";"NSL"
17100;769010;"NSL";"ODA";"EDL";"";"NSL"
17101;769011;"NSL";"ODA";"Normal";"";"NSL"
17102;769012;"NSL";"Non-ODA";"Normal";"";"EDL3"
17103;769013;"NSL";"ODA";"EDL";"";"NSL"
17104;769014;"NSL";"ODA";"Normal";"";"NSL"
17105;769015;"NSL";"ODA";"Normal";"";"EDL3"
17106;769016;"NSL";"ODA";"EDL";"";"NSL"
17107;769042;"NSL";"ODA";"Normal";"";"NSL"
17108;769043;"NSL";"ODA";"EDL";"";"NSL"
17109;770001;"NSL";"Non-ODA";"EDL";"";"EDL2"
17110;770002;"NSL";"ODA";"EDL";"";"EDL2"
17111;770011;"NSL";"ODA";"EDL";"";"NSL"
17112;770012;"NSL";"ODA";"EDL";"";"NSL"
17113;770013;"NSL";"ODA";"EDL";"";"NSL"
17114;770014;"NSL";"ODA";"EDL";"";"NSL"
17115;770015;"NSL";"Non-ODA";"EDL";"";"NSL"
17116;770016;"NSL";"Non-ODA";"EDL";"";"NSL"
17117;770017;"NSL";"ODA";"EDL";"";"EDL3"
17118;770018;"NSL";"ODA";"EDL";"";"NSL"
17119;770019;"NSL";"ODA";"EDL";"";"NSL"
17120;770020;"NSL";"ODA";"EDL";"";"NSL"
17121;770021;"NSL";"ODA";"EDL";"";"NSL"
17122;770022;"NSL";"Non-ODA";"EDL";"";"NSL"
17123;770023;"NSL";"Non-ODA";"EDL";"";"NSL"
17124;770024;"NSL";"Non-ODA";"EDL";"";"NSL"
17125;770025;"NSL";"Non-ODA";"EDL";"";"NSL"
17126;770031;"NSL";"ODA";"EDL";"";"NSL"
17127;770032;"NSL";"Non-ODA";"EDL";"";"NSL"
17128;770033;"NSL";"Non-ODA";"EDL";"";"NSL"
17129;770034;"NSL";"ODA";"EDL";"";"NSL"
17130;770035;"NSL";"ODA";"EDL";"";"NSL"
17131;770036;"NSL";"Non-ODA";"EDL";"";"NSL"
17132;770037;"NSL";"ODA";"EDL";"";"NSL"
17133;770038;"NSL";"Non-ODA";"EDL";"";"NSL"
17134;770039;"NSL";"ODA";"EDL";"";"NSL"
17135;770040;"NSL";"ODA";"EDL";"";"NSL"
17136;770041;"NSL";"Non-ODA";"EDL";"";"NSL"
17137;770042;"NSL";"ODA";"EDL";"";"NSL"
17138;770043;"NSL";"ODA";"EDL";"";"NSL"
17139;770044;"NSL";"ODA";"EDL";"";"NSL"
17140;770046;"NSL";"Non-ODA";"EDL";"";"NSL"
17141;770048;"NSL";"ODA";"EDL";"";"NSL"
17142;770051;"NSL";"ODA";"EDL";"";"NSL"
17143;770052;"NSL";"ODA";"EDL";"";"NSL"
17144;770070;"NSL";"ODA";"EDL";"";"NSL"
17145;770072;"NSL";"ODA";"EDL";"";"NSL"
17146;770073;"NSL";"Non-ODA";"EDL";"";"NSL"
17147;770074;"NSL";"ODA";"EDL";"";"NSL"
17148;770075;"NSL";"ODA";"EDL";"";"NSL"
17149;770076;"NSL";"Non-ODA";"EDL";"";"NSL"
17150;781001;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17151;781002;"Normal";"NSL";"Normal";"";"DIRECT"
17152;781003;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17153;781004;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17154;781005;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17155;781006;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17156;781007;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17157;781008;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17158;781009;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17159;781010;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17160;781011;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17161;781012;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17162;781013;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17163;781014;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17164;781015;"ODA";"Non-ODA";"Normal";"";"DIRECT"
17165;781016;"Normal";"Non-ODA";"Normal";"";"EDL1"
17166;781017;"ODA";"Non-ODA";"Normal";"";"DIRECT"
17167;781018;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17168;781019;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17169;781020;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17170;781021;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17171;781022;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17172;781023;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17173;781024;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17174;781025;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17175;781026;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17176;781027;"Normal";"Non-ODA";"Normal";"";"EDL1"
17177;781028;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17178;781029;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17179;781030;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17180;781031;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17181;781032;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17182;781034;"Normal";"ODA";"Normal";"";"DIRECT"
17183;781035;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17184;781036;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17185;781037;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17186;781038;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17187;781039;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17188;781040;"Normal";"NSL";"Normal";"";"DIRECT"
17189;781101;"Normal";"Non-ODA";"EDL";"";"DIRECT"
17190;781102;"ODA";"Non-ODA";"EDL";"";"EDL1"
17191;781103;"ODA";"Non-ODA";"EDL";"";"DIRECT"
17192;781104;"ODA";"Non-ODA";"EDL";"";"DIRECT"
17193;781120;"ODA";"Non-ODA";"NSL";"";"EDL1"
17194;781121;"ODA";"Non-ODA";"EDL";"";"EDL1"
17195;781122;"ODA";"Non-ODA";"Normal";"";"EDL1"
17196;781123;"ODA";"Non-ODA";"Normal";"";"EDL1"
17197;781124;"ODA";"Non-ODA";"Normal";"";"EDL1"
17198;781125;"ODA";"Non-ODA";"Normal";"";"EDL1"
17199;781126;"NSL";"ODA";"EDL";"";"NSL"
17200;781127;"NSL";"Non-ODA";"EDL";"";"NSL"
17201;781128;"Normal";"Non-ODA";"Normal";"";"DIRECT"
17202;781129;"NSL";"Non-ODA";"EDL";"";"NSL"
17203;781131;"ODA";"Non-ODA";"EDL";"";"EDL1"
